id,name,role,stake,sent_bodies_messages,sent_bodies_bytes,sent_announcements_messages,sent_announcements_bytes,sent_requests_messages,sent_requests_bytes,sent_bytes,sent_mean_mbit_s,sent_peak_1s_mbit_s,sent_peak_window_start_s,received_bodies_messages,received_bodies_bytes,received_announcements_messages,received_announcements_bytes,received_requests_messages,received_requests_bytes,received_bytes,received_mean_mbit_s,received_peak_1s_mbit_s,received_peak_window_start_s
335,node-13,relay,0,285664,26852416,0,0,0,0,26852416,0.53704832,10.636288,67,303518,28530692,0,0,0,0,28530692,0.5706138399999999,11.301056,67
336,node-130,relay,0,258311,24281234,0,0,0,0,24281234,0.48562468000000003,9.615824,67,324596,30512024,0,0,0,0,30512024,0.61024048,12.071104,67
337,node-1300,relay,0,285302,26818388,0,0,0,0,26818388,0.53636776,10.623504,67,351474,33038556,0,0,0,0,33038556,0.66077112,13.093072,67
338,node-1301,relay,0,284111,26706434,0,0,0,0,26706434,0.53412868,10.58064,67,307728,28926432,0,0,0,0,28926432,0.5785286399999999,11.452208,67
339,node-1302,relay,0,266718,25071492,0,0,0,0,25071492,0.50142984,9.929408,67,343413,32280822,0,0,0,0,32280822,0.64561644,12.778736,67
340,node-1303,relay,0,283677,26665638,0,0,0,0,26665638,0.53331276,10.560336,67,290762,27331628,0,0,0,0,27331628,0.5466325599999999,10.82504,67
341,node-1304,relay,0,320906,30165164,0,0,0,0,30165164,0.60330328,11.948528,67,324940,30544360,0,0,0,0,30544360,0.6108872000000001,12.09216,67
342,node-1305,relay,0,267770,25170380,0,0,0,0,25170380,0.5034076000000001,9.970016,67,307565,28911110,0,0,0,0,28911110,0.5782222,11.453712,67
343,node-1306,relay,0,249934,23493796,0,0,0,0,23493796,0.46987592,9.306,67,326317,30673798,0,0,0,0,30673798,0.61347596,12.144048,67
344,node-1307,relay,0,293893,27625942,0,0,0,0,27625942,0.55251884,10.942352,67,308793,29026542,0,0,0,0,29026542,0.58053084,11.495072,67
345,node-1308,relay,0,285633,26849502,0,0,0,0,26849502,0.5369900400000001,10.634784,67,334788,31470072,0,0,0,0,31470072,0.62940144,12.459888,67
346,node-1309,relay,0,258509,24299846,0,0,0,0,24299846,0.48599692,9.624848,67,387545,36429230,0,0,0,0,36429230,0.7285845999999999,14.406816,67
347,node-131,relay,0,240607,22617058,0,0,0,0,22617058,0.45234116,8.958576,67,342759,32219346,0,0,0,0,32219346,0.6443869200000001,12.744144,67
348,node-1310,relay,0,311860,29314840,0,0,0,0,29314840,0.5862968,11.613888,67,262826,24705644,0,0,0,0,24705644,0.49411288,9.786528,67
349,node-1311,relay,0,239293,22493542,0,0,0,0,22493542,0.44987084000000005,8.90744,67,288941,27160454,0,0,0,0,27160454,0.54320908,10.755104,67
350,node-1312,relay,0,232082,21815708,0,0,0,0,21815708,0.43631416,8.641232,67,325447,30592018,0,0,0,0,30592018,0.61184036,12.120736,67
351,node-1313,relay,0,303498,28528812,0,0,0,0,28528812,0.57057624,11.300304,67,290250,27283500,0,0,0,0,27283500,0.54567,10.803232,67
352,node-1314,relay,0,249554,23458076,0,0,0,0,23458076,0.46916151999999994,9.292464,67,352324,33118456,0,0,0,0,33118456,0.66236912,13.125408,67
353,node-1315,relay,0,258577,24306238,0,0,0,0,24306238,0.48612476,9.630112,67,280363,26354122,0,0,0,0,26354122,0.52708244,10.440016,67
354,node-1316,relay,0,311655,29295570,0,0,0,0,29295570,0.5859114000000001,11.60336,67,343076,32249144,0,0,0,0,32249144,0.64498288,12.790016,67
355,node-1317,relay,0,256992,24157248,0,0,0,0,24157248,0.48314495999999996,9.56544,67,316557,29756358,0,0,0,0,29756358,0.59512716,11.780832,67
356,node-1318,relay,0,258578,24306332,0,0,0,0,24306332,0.48612664,9.627856,67,352776,33160944,0,0,0,0,33160944,0.6632188800000001,13.125408,67
357,node-1319,relay,0,303100,28491400,0,0,0,0,28491400,0.569828,11.285264,67,225206,21169364,0,0,0,0,21169364,0.42338728000000003,8.383296,67
358,node-132,relay,0,249935,23493890,0,0,0,0,23493890,0.4698778,9.306,67,280721,26387774,0,0,0,0,26387774,0.52775548,10.448288,67
359,node-1320,relay,0,221537,20824478,0,0,0,0,20824478,0.41648956,8.24568,67,280181,26337014,0,0,0,0,26337014,0.52674028,10.438512,67
360,node-1321,relay,0,222641,20928254,0,0,0,0,20928254,0.41856508,8.291552,67,280757,26391158,0,0,0,0,26391158,0.5278231600000001,10.454304,67
361,node-1322,relay,0,285624,26848656,0,0,0,0,26848656,0.53697312,10.634784,67,316067,29710298,0,0,0,0,29710298,0.59420596,11.765792,67
362,node-1323,relay,0,276716,26011304,0,0,0,0,26011304,0.52022608,10.303152,67,316480,29749120,0,0,0,0,29749120,0.5949824,11.785344,67
363,node-1324,relay,0,248764,23383816,0,0,0,0,23383816,0.46767632,9.261632,67,306059,28769546,0,0,0,0,28769546,0.5753909199999999,11.387536,67
364,node-1325,relay,0,257952,24247488,0,0,0,0,24247488,0.48494976,9.6068,67,342276,32173944,0,0,0,0,32173944,0.64347888,12.743392,67
365,node-1326,relay,0,249935,23493890,0,0,0,0,23493890,0.4698778,9.306,67,308175,28968450,0,0,0,0,28968450,0.579369,11.482288,67
366,node-1327,relay,0,231942,21802548,0,0,0,0,21802548,0.43605096000000004,8.635968,67,358665,33714510,0,0,0,0,33714510,0.6742902,13.349504,67
367,node-1328,relay,0,267790,25172260,0,0,0,0,25172260,0.5034452,9.970768,67,324587,30511178,0,0,0,0,30511178,0.61022356,12.08464,67
368,node-1329,relay,0,232071,21814674,0,0,0,0,21814674,0.43629348,8.64048,67,281559,26466546,0,0,0,0,26466546,0.52933092,10.483632,67
369,node-133,relay,0,267361,25131934,0,0,0,0,25131934,0.50263868,9.955728,67,308249,28975406,0,0,0,0,28975406,0.57950812,11.474768,67
370,node-1330,relay,0,293897,27626318,0,0,0,0,27626318,0.55252636,10.9416,67,316786,29777884,0,0,0,0,29777884,0.59555768,11.788352,67
371,node-1331,relay,0,249347,23438618,0,0,0,0,23438618,0.46877236000000005,9.284192,67,333211,31321834,0,0,0,0,31321834,0.62643668,12.404992,67
372,node-1332,relay,0,275191,25867954,0,0,0,0,25867954,0.51735908,10.24224,67,378817,35608798,0,0,0,0,35608798,0.71217596,14.094736,67
373,node-1333,relay,0,275990,25943060,0,0,0,0,25943060,0.5188612,10.275328,67,317499,29844906,0,0,0,0,29844906,0.5968981200000001,11.818432,67
374,node-1334,relay,0,285109,26800246,0,0,0,0,26800246,0.53600492,10.61448,67,370222,34800868,0,0,0,0,34800868,0.69601736,13.788672,67
375,node-1335,relay,0,292129,27460126,0,0,0,0,27460126,0.54920252,10.879936,67,290909,27345446,0,0,0,0,27345446,0.54690892,10.829552,67
376,node-1336,relay,0,276063,25949922,0,0,0,0,25949922,0.5189984400000001,10.277584,67,369592,34741648,0,0,0,0,34741648,0.6948329599999999,13.75408,67
377,node-1337,relay,0,266823,25081362,0,0,0,0,25081362,0.5016272399999999,9.934672,67,387660,36440040,0,0,0,0,36440040,0.7288008,14.436896,67
378,node-1338,relay,0,275917,25936198,0,0,0,0,25936198,0.51872396,10.27232,67,360232,33861808,0,0,0,0,33861808,0.6772361600000001,13.411168,67
379,node-1339,relay,0,284764,26767816,0,0,0,0,26767816,0.53535632,10.600192,67,324916,30542104,0,0,0,0,30542104,0.61084208,12.093664,67
380,node-134,relay,0,240967,22650898,0,0,0,0,22650898,0.45301796000000005,8.972112,67,289926,27253044,0,0,0,0,27253044,0.54506088,10.803984,67
381,node-1340,relay,0,312424,29367856,0,0,0,0,29367856,0.58735712,11.632688,67,308351,28984994,0,0,0,0,28984994,0.5796998800000001,11.47552,67
382,node-1341,relay,0,258571,24305674,0,0,0,0,24305674,0.48611348,9.627104,67,289668,27228792,0,0,0,0,27228792,0.5445758399999999,10.782928,67
383,node-1342,relay,0,312034,29331196,0,0,0,0,29331196,0.58662392,11.6184,67,308503,28999282,0,0,0,0,28999282,0.57998564,11.488304,67
384,node-1343,relay,0,312047,29332418,0,0,0,0,29332418,0.58664836,11.617648,67,298668,28074792,0,0,0,0,28074792,0.56149584,11.124336,67
385,node-1344,relay,0,249523,23455162,0,0,0,0,23455162,0.46910324000000003,9.29096,67,369244,34708936,0,0,0,0,34708936,0.69417872,13.748816,67
386,node-1345,relay,0,319524,30035256,0,0,0,0,30035256,0.60070512,11.895888,67,342469,32192086,0,0,0,0,32192086,0.6438417200000001,12.745648,67
387,node-1346,relay,0,240967,22650898,0,0,0,0,22650898,0.45301796000000005,8.972112,67,334542,31446948,0,0,0,0,31446948,0.6289389599999999,12.450864,67
388,node-1347,relay,0,249935,23493890,0,0,0,0,23493890,0.4698778,9.306,67,289999,27259906,0,0,0,0,27259906,0.54519812,10.795712,67
389,node-1348,relay,0,276509,25991846,0,0,0,0,25991846,0.5198369199999999,10.295632,67,317352,29831088,0,0,0,0,29831088,0.59662176,11.81768,67
390,node-1349,relay,0,249956,23495864,0,0,0,0,23495864,0.46991728,9.306752,67,315844,29689336,0,0,0,0,29689336,0.59378672,11.759024,67
391,node-135,relay,0,1521296,143001824,0,0,0,0,143001824,2.8600364799999998,56.643648,67,323498,30408812,0,0,0,0,30408812,0.60817624,12.035008,67
392,node-1350,relay,0,257880,24240720,0,0,0,0,24240720,0.4848144,9.602288,67,340905,32045070,0,0,0,0,32045070,0.6409014000000001,12.695264,67
393,node-1351,relay,0,276218,25964492,0,0,0,0,25964492,0.51928984,10.28736,67,379051,35630794,0,0,0,0,35630794,0.71261588,14.115792,67
394,node-1352,relay,0,220764,20751816,0,0,0,0,20751816,0.41503632,8.2156,67,297530,27967820,0,0,0,0,27967820,0.5593564,11.078464,67
395,node-1353,relay,0,365105,34319870,0,0,0,0,34319870,0.6863974,13.594656,67,271849,25553806,0,0,0,0,25553806,0.51107612,10.124176,67
396,node-1354,relay,0,294048,27640512,0,0,0,0,27640512,0.55281024,10.948368,67,334039,31399666,0,0,0,0,31399666,0.62799332,12.440336,67
397,node-1355,relay,0,303479,28527026,0,0,0,0,28527026,0.57054052,11.299552,67,369583,34740802,0,0,0,0,34740802,0.6948160400000001,13.760096,67
398,node-1356,relay,0,285644,26850536,0,0,0,0,26850536,0.53701072,10.635536,67,369597,34742118,0,0,0,0,34742118,0.69484236,13.762352,67
399,node-1357,relay,0,320697,30145518,0,0,0,0,30145518,0.60291036,11.938752,67,368638,34651972,0,0,0,0,34651972,0.6930394400000001,13.728512,67
400,node-1358,relay,0,302112,28398528,0,0,0,0,28398528,0.56797056,11.244656,67,353568,33235392,0,0,0,0,33235392,0.6647078399999999,13.16752,67
401,node-1359,relay,0,276077,25951238,0,0,0,0,25951238,0.51902476,10.276832,67,272273,25593662,0,0,0,0,25593662,0.51187324,10.124928,67
402,node-136,relay,0,1541344,144886336,0,0,0,0,144886336,2.89772672,57.391136,67,345267,32455098,0,0,0,0,32455098,0.64910196,12.867472,67
403,node-1360,relay,0,230364,21654216,0,0,0,0,21654216,0.43308432,8.579568,67,326872,30725968,0,0,0,0,30725968,0.6145193600000001,12.16736,67
404,node-1361,relay,0,240186,22577484,0,0,0,0,22577484,0.45154967999999995,8.94128,67,353122,33193468,0,0,0,0,33193468,0.6638693600000001,13.147968,67
405,node-1362,relay,0,293656,27603664,0,0,0,0,27603664,0.55207328,10.93408,67,298737,28081278,0,0,0,0,28081278,0.56162556,11.117568,67
406,node-1363,relay,0,309895,29130130,0,0,0,0,29130130,0.5826026,11.537936,67,313926,29509044,0,0,0,0,29509044,0.59018088,11.692848,67
407,node-1364,relay,0,300357,28233558,0,0,0,0,28233558,0.56467116,11.185248,67,343175,32258450,0,0,0,0,32258450,0.6451690000000001,12.787008,67
408,node-1365,relay,0,264832,24894208,0,0,0,0,24894208,0.49788415999999996,9.85872,67,343611,32299434,0,0,0,0,32299434,0.64598868,12.79152,67
409,node-1366,relay,0,364402,34253788,0,0,0,0,34253788,0.68507576,13.56984,67,287472,27022368,0,0,0,0,27022368,0.54044736,10.698704,67
410,node-1367,relay,0,284431,26736514,0,0,0,0,26736514,0.53473028,10.591168,67,315367,29644498,0,0,0,0,29644498,0.5928899599999999,11.741728,67
411,node-1368,relay,0,302304,28416576,0,0,0,0,28416576,0.56833152,11.256688,67,376625,35402750,0,0,0,0,35402750,0.708055,14.031568,67
412,node-1369,relay,0,337787,31751978,0,0,0,0,31751978,0.6350395600000001,12.579456,67,334698,31461612,0,0,0,0,31461612,0.62923224,12.461392,67
413,node-137,relay,0,1566111,147214434,0,0,0,0,147214434,2.94428868,58.313088,67,303250,28505500,0,0,0,0,28505500,0.57011,11.292784,67
414,node-1370,relay,0,335786,31563884,0,0,0,0,31563884,0.6312776800000001,12.503504,67,317305,29826670,0,0,0,0,29826670,0.5965334,11.820688,67
415,node-1371,relay,0,355912,33455728,0,0,0,0,33455728,0.66911456,13.253248,67,289156,27180664,0,0,0,0,27180664,0.54361328,10.769392,67
416,node-1372,relay,0,309570,29099580,0,0,0,0,29099580,0.5819915999999999,11.531168,67,271874,25556156,0,0,0,0,25556156,0.51112312,10.130944,67
417,node-1373,relay,0,249398,23443412,0,0,0,0,23443412,0.46886824,9.288704,67,298887,28095378,0,0,0,0,28095378,0.56190756,11.117568,67
418,node-1374,relay,0,382447,35950018,0,0,0,0,35950018,0.71900036,14.236864,67,280647,26380818,0,0,0,0,26380818,0.52761636,10.4528,67
419,node-1375,relay,0,417788,39272072,0,0,0,0,39272072,0.78544144,15.55512,67,379574,35679956,0,0,0,0,35679956,0.7135991199999999,14.135344,67
420,node-1376,relay,0,470911,44265634,0,0,0,0,44265634,0.88531268,17.530624,67,335067,31496298,0,0,0,0,31496298,0.62992596,12.473424,67
421,node-1377,relay,0,506630,47623220,0,0,0,0,47623220,0.9524644000000001,18.860912,67,343563,32294922,0,0,0,0,32294922,0.64589844,12.792272,67
422,node-1378,relay,0,481369,45248686,0,0,0,0,45248686,0.90497372,17.920912,67,360813,33916422,0,0,0,0,33916422,0.6783284399999999,13.433728,67
423,node-1379,relay,0,452576,42542144,0,0,0,0,42542144,0.85084288,16.84856,67,352785,33161790,0,0,0,0,33161790,0.6632358,13.138192,67
424,node-138,relay,0,1484637,139555878,0,0,0,0,139555878,2.79111756,55.273504,67,358529,33701726,0,0,0,0,33701726,0.67403452,13.364544,67
425,node-1380,relay,0,541280,50880320,0,0,0,0,50880320,1.0176064,20.149088,67,245962,23120428,0,0,0,0,23120428,0.46240856,9.15936,67
426,node-1381,relay,0,497989,46810966,0,0,0,0,46810966,0.93621932,18.541312,67,272060,25573640,0,0,0,0,25573640,0.5114728000000001,10.12568,67
427,node-1382,relay,0,239301,22494294,0,0,0,0,22494294,0.44988588,8.90368,67,308556,29004264,0,0,0,0,29004264,0.58008528,11.487552,67
428,node-1383,relay,0,293344,27574336,0,0,0,0,27574336,0.55148672,10.91528,67,316639,29764066,0,0,0,0,29764066,0.59528132,11.781584,67
429,node-1384,relay,0,284877,26778438,0,0,0,0,26778438,0.53556876,10.608464,67,350762,32971628,0,0,0,0,32971628,0.6594325600000001,13.051712,67
430,node-1385,relay,0,249386,23442284,0,0,0,0,23442284,0.46884568000000004,9.286448,67,370376,34815344,0,0,0,0,34815344,0.6963068800000001,13.788672,67
431,node-1386,relay,0,276150,25958100,0,0,0,0,25958100,0.519162,10.281344,67,280362,26354028,0,0,0,0,26354028,0.52708056,10.443776,67
432,node-1387,relay,0,249061,23411734,0,0,0,0,23411734,0.46823467999999996,9.275168,67,299281,28132414,0,0,0,0,28132414,0.56264828,11.142384,67
433,node-1388,relay,0,240522,22609068,0,0,0,0,22609068,0.45218136000000003,8.95632,67,325506,30597564,0,0,0,0,30597564,0.61195128,12.11096,67
434,node-1389,relay,0,506526,47613444,0,0,0,0,47613444,0.95226888,18.857904,67,441565,41507110,0,0,0,0,41507110,0.8301421999999999,16.424432,67
435,node-139,relay,0,1566588,147259272,0,0,0,0,147259272,2.9451854400000004,58.329632,67,357985,33650590,0,0,0,0,33650590,0.6730118,13.353264,67
436,node-1390,relay,0,460234,43261996,0,0,0,0,43261996,0.86523992,17.136576,67,254850,23955900,0,0,0,0,23955900,0.479118,9.479712,67
437,node-1391,relay,0,532402,50045788,0,0,0,0,50045788,1.00091576,19.821216,67,316631,29763314,0,0,0,0,29763314,0.59526628,11.771056,67
438,node-1392,relay,0,533770,50174380,0,0,0,0,50174380,1.0034876,19.86408,67,270488,25425872,0,0,0,0,25425872,0.50851744,10.070032,67
439,node-1393,relay,0,523848,49241712,0,0,0,0,49241712,0.98483424,19.504624,67,288967,27162898,0,0,0,0,27162898,0.5432579599999999,10.756608,67
440,node-1394,relay,0,524669,49318886,0,0,0,0,49318886,0.98637772,19.52944,67,325830,30628020,0,0,0,0,30628020,0.6125604,12.121488,67
441,node-1395,relay,0,532653,50069382,0,0,0,0,50069382,1.00138764,19.827984,67,316646,29764724,0,0,0,0,29764724,0.5952944800000001,11.774816,67
442,node-1396,relay,0,515001,48410094,0,0,0,0,48410094,0.9682018800000001,19.169232,67,334260,31420440,0,0,0,0,31420440,0.6284088,12.444848,67
443,node-1397,relay,0,526104,49453776,0,0,0,0,49453776,0.98907552,19.582832,67,354437,33317078,0,0,0,0,33317078,0.66634156,13.220912,67
444,node-1398,relay,0,534551,50247794,0,0,0,0,50247794,1.00495588,19.89792,67,340924,32046856,0,0,0,0,32046856,0.6409371199999999,12.679472,67
445,node-1399,relay,0,302487,28433778,0,0,0,0,28433778,0.56867556,11.262704,67,404244,37998936,0,0,0,0,37998936,0.75997872,15.046016,67
446,node-14,relay,0,232102,21817588,0,0,0,0,21817588,0.43635176000000003,8.641984,67,276737,26013278,0,0,0,0,26013278,0.52026556,10.303904,67
447,node-140,relay,0,1602981,150680214,0,0,0,0,150680214,3.01360428,59.684736,67,349488,32851872,0,0,0,0,32851872,0.65703744,13.017872,67
448,node-1400,relay,0,310825,29217550,0,0,0,0,29217550,0.584351,11.570272,67,406641,38224254,0,0,0,0,38224254,0.76448508,15.137008,67
449,node-1401,relay,0,249571,23459674,0,0,0,0,23459674,0.46919348,9.292464,67,325603,30606682,0,0,0,0,30606682,0.61213364,12.12224,67
450,node-1402,relay,0,221594,20829836,0,0,0,0,20829836,0.41659672000000003,8.24944,67,370998,34873812,0,0,0,0,34873812,0.69747624,13.816496,67
451,node-1403,relay,0,276190,25961860,0,0,0,0,25961860,0.5192372000000001,10.2836,67,343839,32320866,0,0,0,0,32320866,0.6464173200000001,12.8028,67
452,node-1404,relay,0,248104,23321776,0,0,0,0,23321776,0.46643552,9.239824,67,290880,27342720,0,0,0,0,27342720,0.5468544,10.82504,67
453,node-1405,relay,0,293306,27570764,0,0,0,0,27570764,0.5514152800000001,10.922048,67,309111,29056434,0,0,0,0,29056434,0.58112868,11.502592,67
454,node-1406,relay,0,239957,22555958,0,0,0,0,22555958,0.45111916,8.932256,67,334992,31489248,0,0,0,0,31489248,0.62978496,12.477936,67
455,node-1407,relay,0,248695,23377330,0,0,0,0,23377330,0.46754660000000003,9.258624,67,281434,26454796,0,0,0,0,26454796,0.52909592,10.480624,67
456,node-1408,relay,0,267434,25138796,0,0,0,0,25138796,0.5027759199999999,9.95648,67,387670,36440980,0,0,0,0,36440980,0.7288196,14.435392,67
457,node-1409,relay,0,265840,24988960,0,0,0,0,24988960,0.4997792,9.890304,67,389160,36581040,0,0,0,0,36581040,0.7316208000000001,14.496304,67
458,node-141,relay,0,1530572,143873768,0,0,0,0,143873768,2.87747536,56.988064,67,280623,26378562,0,0,0,0,26378562,0.52757124,10.451296,67
459,node-1410,relay,0,409278,38472132,0,0,0,0,38472132,0.7694426400000001,15.244544,67,272427,25608138,0,0,0,0,25608138,0.51216276,10.142224,67
460,node-1411,relay,0,320252,30103688,0,0,0,0,30103688,0.60207376,11.928976,67,307211,28877834,0,0,0,0,28877834,0.57755668,11.446192,67
461,node-1412,relay,0,365273,34335662,0,0,0,0,34335662,0.68671324,13.600672,67,306453,28806582,0,0,0,0,28806582,0.57613164,11.413856,67
462,node-1413,relay,0,311355,29267370,0,0,0,0,29267370,0.5853474,11.593584,67,334155,31410570,0,0,0,0,31410570,0.6282114,12.447104,67
463,node-1414,relay,0,266682,25068108,0,0,0,0,25068108,0.50136216,9.931664,67,326615,30701810,0,0,0,0,30701810,0.6140361999999999,12.154576,67
464,node-1415,relay,0,248588,23367272,0,0,0,0,23367272,0.46734544,9.252608,67,335158,31504852,0,0,0,0,31504852,0.63009704,12.478688,67
465,node-1416,relay,0,248559,23364546,0,0,0,0,23364546,0.46729092,9.251856,67,314941,29604454,0,0,0,0,29604454,0.59208908,11.72368,67
466,node-1417,relay,0,239747,22536218,0,0,0,0,22536218,0.45072436000000005,8.92248,67,272622,25626468,0,0,0,0,25626468,0.5125293599999999,10.147488,67
467,node-1418,relay,0,257939,24246266,0,0,0,0,24246266,0.48492532,9.604544,67,298852,28092088,0,0,0,0,28092088,0.56184176,11.131104,67
468,node-1419,relay,0,240445,22601830,0,0,0,0,22601830,0.4520366,8.951808,67,317222,29818868,0,0,0,0,29818868,0.59637736,11.804144,67
469,node-142,relay,0,1628868,153113592,0,0,0,0,153113592,3.06227184,60.6488,67,320818,30156892,0,0,0,0,30156892,0.60313784,11.937248,67
470,node-1420,relay,0,257602,24214588,0,0,0,0,24214588,0.48429175999999996,9.592512,67,370802,34855388,0,0,0,0,34855388,0.69710776,13.804464,67
471,node-1421,relay,0,266948,25093112,0,0,0,0,25093112,0.50186224,9.942192,67,325725,30618150,0,0,0,0,30618150,0.612363,12.11096,67
472,node-1422,relay,0,240799,22635106,0,0,0,0,22635106,0.45270212,8.965344,67,352271,33113474,0,0,0,0,33113474,0.66226948,13.123152,67
473,node-1423,relay,0,267049,25102606,0,0,0,0,25102606,0.50205212,9.94144,67,281062,26419828,0,0,0,0,26419828,0.52839656,10.474608,67
474,node-1424,relay,0,285211,26809834,0,0,0,0,26809834,0.53619668,10.61824,67,389963,36656522,0,0,0,0,36656522,0.73313044,14.521872,67
475,node-1425,relay,0,240375,22595250,0,0,0,0,22595250,0.451905,8.951808,67,342103,32157682,0,0,0,0,32157682,0.64315364,12.7276,67
476,node-1426,relay,0,294275,27661850,0,0,0,0,27661850,0.553237,10.954384,67,335227,31511338,0,0,0,0,31511338,0.63022676,12.480944,67
477,node-1427,relay,0,283630,26661220,0,0,0,0,26661220,0.5332244,10.555824,67,228460,21475240,0,0,0,0,21475240,0.42950479999999996,8.504368,67
478,node-1428,relay,0,364743,34285842,0,0,0,0,34285842,0.68571684,13.579616,67,307551,28909794,0,0,0,0,28909794,0.57819588,11.446944,67
479,node-1429,relay,0,274521,25804974,0,0,0,0,25804974,0.51609948,10.218928,67,324596,30512024,0,0,0,0,30512024,0.61024048,12.09592,67
480,node-143,relay,0,294291,27663354,0,0,0,0,27663354,0.55326708,10.958144,67,321351,30206994,0,0,0,0,30206994,0.6041398800000001,11.965072,67
481,node-1430,relay,0,238701,22437894,0,0,0,0,22437894,0.44875788,8.887136,67,351002,32994188,0,0,0,0,32994188,0.65988376,13.069008,67
482,node-1431,relay,0,284113,26706622,0,0,0,0,26706622,0.53413244,10.578384,67,351042,32997948,0,0,0,0,32997948,0.65995896,13.059232,67
483,node-1432,relay,0,247479,23263026,0,0,0,0,23263026,0.46526052,9.210496,67,359517,33794598,0,0,0,0,33794598,0.67589196,13.39312,67
484,node-1433,relay,0,318935,29979890,0,0,0,0,29979890,0.5995978000000001,11.871072,67,309094,29054836,0,0,0,0,29054836,0.58109672,11.5056,67
485,node-1434,relay,0,248946,23400924,0,0,0,0,23400924,0.46801848,9.267648,67,289649,27227006,0,0,0,0,27227006,0.54454012,10.782928,67
486,node-1435,relay,0,266026,25006444,0,0,0,0,25006444,0.50012888,9.901584,67,298896,28096224,0,0,0,0,28096224,0.56192448,11.135616,67
487,node-1436,relay,0,256585,24118990,0,0,0,0,24118990,0.4823798,9.548144,67,264738,24885372,0,0,0,0,24885372,0.49770744,9.855712,67
488,node-1437,relay,0,256077,24071238,0,0,0,0,24071238,0.48142476,9.533104,67,290688,27324672,0,0,0,0,27324672,0.54649344,10.830304,67
489,node-1438,relay,0,266455,25046770,0,0,0,0,25046770,0.5009353999999999,9.916624,67,286250,26907500,0,0,0,0,26907500,0.53815,10.652832,67
490,node-1439,relay,0,275999,25943906,0,0,0,0,25943906,0.51887812,10.279088,67,299148,28119912,0,0,0,0,28119912,0.5623982399999999,11.134112,67
491,node-144,relay,0,267810,25174140,0,0,0,0,25174140,0.5034828,9.97152,67,276737,26013278,0,0,0,0,26013278,0.52026556,10.303904,67
492,node-1440,relay,0,222868,20949592,0,0,0,0,20949592,0.41899184,8.299072,67,405294,38097636,0,0,0,0,38097636,0.76195272,15.09264,67
493,node-1441,relay,0,320787,30153978,0,0,0,0,30153978,0.60307956,11.939504,67,299539,28156666,0,0,0,0,28156666,0.56313332,11.160432,67
494,node-1442,relay,0,276268,25969192,0,0,0,0,25969192,0.51938384,10.286608,67,414151,38930194,0,0,0,0,38930194,0.77860388,15.418256,67
495,node-1443,relay,0,302694,28453236,0,0,0,0,28453236,0.56906472,11.26872,67,343950,32331300,0,0,0,0,32331300,0.6466259999999999,12.807312,67
496,node-1444,relay,0,249356,23439464,0,0,0,0,23439464,0.46878928000000003,9.28344,67,343080,32249520,0,0,0,0,32249520,0.6449904,12.779488,67
497,node-1445,relay,0,294071,27642674,0,0,0,0,27642674,0.55285348,10.948368,67,361153,33948382,0,0,0,0,33948382,0.6789676400000001,13.452528,67
498,node-1446,relay,0,275356,25883464,0,0,0,0,25883464,0.51766928,10.246752,67,326235,30666090,0,0,0,0,30666090,0.6133218,12.149312,67
499,node-1447,relay,0,213541,20072854,0,0,0,0,20072854,0.40145707999999997,7.949392,67,325234,30571996,0,0,0,0,30571996,0.61143992,12.107952,67
500,node-1448,relay,0,390212,36679928,0,0,0,0,36679928,0.7335985599999999,14.5324,67,299223,28126962,0,0,0,0,28126962,0.56253924,11.13712,67
501,node-1449,relay,0,372313,34997422,0,0,0,0,34997422,0.69994844,13.860112,67,321366,30208404,0,0,0,0,30208404,0.60416808,11.965072,67
502,node-145,relay,0,266638,25063972,0,0,0,0,25063972,0.50127944,9.929408,67,321371,30208874,0,0,0,0,30208874,0.60417748,11.965824,67
503,node-1450,relay,0,354205,33295270,0,0,0,0,33295270,0.6659054000000001,13.18632,67,271411,25512634,0,0,0,0,25512634,0.51025268,10.113648,67
504,node-1451,relay,0,222076,20875144,0,0,0,0,20875144,0.41750287999999997,8.263728,67,397432,37358608,0,0,0,0,37358608,0.74717216,14.80312,67
505,node-1452,relay,0,275834,25928396,0,0,0,0,25928396,0.51856792,10.270064,67,334809,31472046,0,0,0,0,31472046,0.62944092,12.46816,67
506,node-1453,relay,0,283599,26658306,0,0,0,0,26658306,0.53316612,10.555824,67,298512,28060128,0,0,0,0,28060128,0.56120256,11.113056,67
507,node-1454,relay,0,275326,25880644,0,0,0,0,25880644,0.51761288,10.249008,67,291192,27372048,0,0,0,0,27372048,0.54744096,10.810752,67
508,node-1455,relay,0,265514,24958316,0,0,0,0,24958316,0.49916632,9.88128,67,343540,32292760,0,0,0,0,32292760,0.6458552000000001,12.784752,67
509,node-1456,relay,0,320776,30152944,0,0,0,0,30152944,0.6030588800000001,11.943264,67,325919,30636386,0,0,0,0,30636386,0.6127277200000001,12.132768,67
510,node-1457,relay,0,248638,23371972,0,0,0,0,23371972,0.46743944,9.25712,67,259662,24408228,0,0,0,0,24408228,0.48816456,9.663952,67
511,node-1458,relay,0,239622,22524468,0,0,0,0,22524468,0.45048935999999995,8.923984,67,290448,27302112,0,0,0,0,27302112,0.54604224,10.812256,67
512,node-1459,relay,0,284057,26701358,0,0,0,0,26701358,0.53402716,10.570112,67,326499,30690906,0,0,0,0,30690906,0.6138181199999999,12.153824,67
