id,name,role,stake,sent_bodies_messages,sent_bodies_bytes,sent_announcements_messages,sent_announcements_bytes,sent_requests_messages,sent_requests_bytes,sent_bytes,sent_mean_mbit_s,sent_peak_1s_mbit_s,sent_peak_window_start_s,received_bodies_messages,received_bodies_bytes,received_announcements_messages,received_announcements_bytes,received_requests_messages,received_requests_bytes,received_bytes,received_mean_mbit_s,received_peak_1s_mbit_s,received_peak_window_start_s
0,node-0,BP,63860774,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17195,1616330,0,0,0,0,1616330,0.032326600000000004,0.641456,67
1,node-1,BP,63673213,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17324,1628456,0,0,0,0,1628456,0.03256912,0.645216,67
2,node-10,relay,0,240548,22611512,0,0,0,0,22611512,0.45223024,8.957824,67,307203,28877082,0,0,0,0,28877082,0.5775416400000001,11.418368,67
3,node-100,BP,74130184,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17063,1603922,0,0,0,0,1603922,0.03207844,0.63168,67
4,node-1000,BP,71180282,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17812,1674328,0,0,0,0,1674328,0.03348656,0.663264,67
5,node-1001,BP,71163378,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16081,1511614,0,0,0,0,1511614,0.03023228,0.597088,67
6,node-1002,BP,72695798,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16452,1546488,0,0,0,0,1546488,0.03092976,0.613632,67
7,node-1003,relay,0,276676,26007544,0,0,0,0,26007544,0.52015088,10.301648,67,325156,30564664,0,0,0,0,30564664,0.61129328,12.106448,67
8,node-1004,relay,0,294157,27650758,0,0,0,0,27650758,0.55301516,10.95288,67,316237,29726278,0,0,0,0,29726278,0.59452556,11.779328,67
9,node-1005,relay,0,303316,28511704,0,0,0,0,28511704,0.5702340800000001,11.293536,67,404879,38058626,0,0,0,0,38058626,0.7611725199999999,15.07384,67
10,node-1006,relay,0,258065,24258110,0,0,0,0,24258110,0.4851622,9.609808,67,352675,33151450,0,0,0,0,33151450,0.663029,13.132928,67
11,node-1007,relay,0,274085,25763990,0,0,0,0,25763990,0.5152798,10.198624,67,297166,27933604,0,0,0,0,27933604,0.55867208,11.064928,67
12,node-1008,relay,0,267789,25172166,0,0,0,0,25172166,0.50344332,9.970768,67,315503,29657282,0,0,0,0,29657282,0.5931456399999999,11.747744,67
13,node-1009,relay,0,346268,32549192,0,0,0,0,32549192,0.65098384,12.891536,67,289395,27203130,0,0,0,0,27203130,0.5440626000000001,10.773904,67
14,node-101,BP,74078634,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17014,1599316,0,0,0,0,1599316,0.03198632,0.630176,67
15,node-1010,relay,0,311066,29240204,0,0,0,0,29240204,0.58480408,11.583056,67,334511,31444034,0,0,0,0,31444034,0.62888068,12.454624,67
16,node-1011,relay,0,363851,34201994,0,0,0,0,34201994,0.6840398799999999,13.548032,67,353107,33192058,0,0,0,0,33192058,0.66384116,13.142704,67
17,node-1012,relay,0,337001,31678094,0,0,0,0,31678094,0.63356188,12.541856,67,370886,34863284,0,0,0,0,34863284,0.69726568,13.811232,67
18,node-1013,relay,0,272753,25638782,0,0,0,0,25638782,0.51277564,10.149744,67,334495,31442530,0,0,0,0,31442530,0.6288506,12.450864,67
19,node-1014,relay,0,292770,27520380,0,0,0,0,27520380,0.5504076,10.902496,67,346269,32549286,0,0,0,0,32549286,0.65098572,12.878752,67
20,node-1015,relay,0,292213,27468022,0,0,0,0,27468022,0.5493604400000001,10.878432,67,343203,32261082,0,0,0,0,32261082,0.64522164,12.778736,67
21,node-1016,relay,0,320618,30138092,0,0,0,0,30138092,0.60276184,11.939504,67,299665,28168510,0,0,0,0,28168510,0.5633702,11.15968,67
22,node-1017,relay,0,285295,26817730,0,0,0,0,26817730,0.5363546,10.623504,67,276737,26013278,0,0,0,0,26013278,0.52026556,10.303904,67
23,node-1018,relay,0,232102,21817588,0,0,0,0,21817588,0.43635176000000003,8.641984,67,285664,26852416,0,0,0,0,26852416,0.53704832,10.636288,67
24,node-1019,BP,78570315,8929,839326,0,0,0,0,839326,0.01678652,0.333136,67,16677,1567638,0,0,0,0,1567638,0.03135276,0.622656,67
25,node-102,BP,74075200,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16873,1586062,0,0,0,0,1586062,0.031721240000000005,0.627168,67
26,node-1020,relay,0,321329,30204926,0,0,0,0,30204926,0.60409852,11.963568,67,289381,27201814,0,0,0,0,27201814,0.5440362799999999,10.776912,67
27,node-1021,relay,0,239121,22477374,0,0,0,0,22477374,0.44954748,8.904432,67,389067,36572298,0,0,0,0,36572298,0.7314459600000001,14.480512,67
28,node-1022,relay,0,303226,28503244,0,0,0,0,28503244,0.57006488,11.290528,67,348153,32726382,0,0,0,0,32726382,0.65452764,12.868224,67
29,node-1023,relay,0,241009,22654846,0,0,0,0,22654846,0.45309691999999996,8.973616,67,285664,26852416,0,0,0,0,26852416,0.53704832,10.634032,67
30,node-1024,BP,70537782,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16820,1581080,0,0,0,0,1581080,0.0316216,0.62792,71
31,node-1025,BP,70414401,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17172,1614168,0,0,0,0,1614168,0.032283360000000004,0.6392,71
32,node-1026,BP,70294886,8946,840924,0,0,0,0,840924,0.01681848,0.333136,67,16908,1589352,0,0,0,0,1589352,0.03178704,0.626416,67
33,node-1027,BP,70035933,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17208,1617552,0,0,0,0,1617552,0.032351040000000005,0.641456,67
34,node-1028,BP,72430004,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17311,1627234,0,0,0,0,1627234,0.03254468,0.644464,71
35,node-1029,BP,72395184,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15872,1491968,0,0,0,0,1491968,0.02983936,0.59032,67
36,node-103,BP,73951776,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17106,1607964,0,0,0,0,1607964,0.03215928,0.634688,67
37,node-1030,BP,72390813,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17270,1623380,0,0,0,0,1623380,0.0324676,0.64296,67
38,node-1031,BP,72365879,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17418,1637292,0,0,0,0,1637292,0.03274584,0.647472,67
39,node-1032,relay,0,285644,26850536,0,0,0,0,26850536,0.53701072,10.635536,67,298883,28095002,0,0,0,0,28095002,0.56190004,11.13336,67
40,node-1033,relay,0,267790,25172260,0,0,0,0,25172260,0.5034452,9.970768,67,299222,28126868,0,0,0,0,28126868,0.56253736,11.138624,67
41,node-1034,relay,0,357009,33558846,0,0,0,0,33558846,0.6711769200000001,13.293104,67,262550,24679700,0,0,0,0,24679700,0.49359400000000003,9.755696,67
42,node-1035,relay,0,258776,24324944,0,0,0,0,24324944,0.48649887999999997,9.635376,67,326440,30685360,0,0,0,0,30685360,0.6137072,12.161344,67
43,node-1036,relay,0,241008,22654752,0,0,0,0,22654752,0.45309503999999995,8.973616,67,291036,27357384,0,0,0,0,27357384,0.54714768,10.843088,67
44,node-1037,relay,0,294570,27689580,0,0,0,0,27689580,0.5537915999999999,10.96792,67,315506,29657564,0,0,0,0,29657564,0.5931512800000001,11.752256,67
45,node-1038,relay,0,266869,25085686,0,0,0,0,25085686,0.50171372,9.936928,67,317956,29887864,0,0,0,0,29887864,0.5977572800000001,11.849264,67
46,node-1039,relay,0,249255,23429970,0,0,0,0,23429970,0.4685994,9.282688,67,308493,28998342,0,0,0,0,28998342,0.57996684,11.486048,67
47,node-104,relay,0,276716,26011304,0,0,0,0,26011304,0.52022608,10.303152,67,370307,34808858,0,0,0,0,34808858,0.69617716,13.7804,67
48,node-1040,relay,0,248417,23351198,0,0,0,0,23351198,0.46702396,9.250352,67,331926,31201044,0,0,0,0,31201044,0.62402088,12.353856,67
49,node-1041,relay,0,256650,24125100,0,0,0,0,24125100,0.482502,9.555664,67,289140,27179160,0,0,0,0,27179160,0.5435832,10.765632,67
50,node-1042,relay,0,264224,24837056,0,0,0,0,24837056,0.49674112000000004,9.830896,67,335483,31535402,0,0,0,0,31535402,0.63070804,12.503504,67
51,node-1043,relay,0,276026,25946444,0,0,0,0,25946444,0.51892888,10.278336,67,351953,33083582,0,0,0,0,33083582,0.66167164,13.097584,67
52,node-1044,relay,0,267165,25113510,0,0,0,0,25113510,0.5022702,9.946704,67,333770,31374380,0,0,0,0,31374380,0.6274875999999999,12.420784,67
53,node-1045,relay,0,256861,24144934,0,0,0,0,24144934,0.48289867999999997,9.563184,67,327132,30750408,0,0,0,0,30750408,0.61500816,12.175632,67
54,node-1046,relay,0,276091,25952554,0,0,0,0,25952554,0.51905108,10.27984,67,324721,30523774,0,0,0,0,30523774,0.61047548,12.079376,67
55,node-1047,relay,0,302976,28479744,0,0,0,0,28479744,0.56959488,11.28,67,396620,37282280,0,0,0,0,37282280,0.7456456,14.767776,67
56,node-1048,relay,0,276450,25986300,0,0,0,0,25986300,0.519726,10.291872,67,303518,28530692,0,0,0,0,28530692,0.5706138399999999,11.301056,67
57,node-1049,relay,0,241029,22656726,0,0,0,0,22656726,0.45313452,8.974368,67,312445,29369830,0,0,0,0,29369830,0.5873966,11.631184,67
58,node-105,relay,0,365325,34340550,0,0,0,0,34340550,0.6868110000000001,13.602928,67,316018,29705692,0,0,0,0,29705692,0.59411384,11.762032,67
59,node-1050,BP,63349345,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17501,1645094,0,0,0,0,1645094,0.03290188,0.65048,67
60,node-1051,BP,63198988,8931,839514,0,0,0,0,839514,0.01679028,0.333136,67,17388,1634472,0,0,0,0,1634472,0.03268944,0.64672,67
61,node-1052,relay,0,284806,26771764,0,0,0,0,26771764,0.5354352800000001,10.605456,67,272873,25650062,0,0,0,0,25650062,0.5130012399999999,10.160272,67
62,node-1053,relay,0,285032,26793008,0,0,0,0,26793008,0.53586016,10.612976,67,380167,35735698,0,0,0,0,35735698,0.71471396,14.14888,67
63,node-1054,relay,0,285291,26817354,0,0,0,0,26817354,0.5363470800000001,10.621248,67,343030,32244820,0,0,0,0,32244820,0.6448963999999999,12.767456,67
64,node-1055,relay,0,240545,22611230,0,0,0,0,22611230,0.4522246,8.95632,67,333977,31393838,0,0,0,0,31393838,0.6278767599999999,12.432064,67
65,node-1056,BP,70253226,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16167,1519698,0,0,0,0,1519698,0.03039396,0.603104,67
66,node-1057,relay,0,284063,26701922,0,0,0,0,26701922,0.53403844,10.577632,67,296592,27879648,0,0,0,0,27879648,0.55759296,11.053648,67
67,node-1058,relay,0,284352,26729088,0,0,0,0,26729088,0.53458176,10.588912,67,300106,28209964,0,0,0,0,28209964,0.56419928,11.166448,67
68,node-1059,BP,70093092,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16404,1541976,0,0,0,0,1541976,0.03083952,0.608368,67
69,node-106,relay,0,329341,30958054,0,0,0,0,30958054,0.61916108,12.262864,67,299000,28106000,0,0,0,0,28106000,0.5621200000000001,11.147648,67
70,node-1060,BP,70025873,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16399,1541506,0,0,0,0,1541506,0.030830120000000003,0.611376,67
71,node-1061,BP,70021293,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16400,1541600,0,0,0,0,1541600,0.030832000000000002,0.612128,67
72,node-1062,BP,70020865,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16609,1561246,0,0,0,0,1561246,0.03122492,0.625664,67
73,node-1063,BP,69278529,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16767,1576098,0,0,0,0,1576098,0.03152196,0.626416,67
74,node-1064,BP,70075919,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16244,1526936,0,0,0,0,1526936,0.030538720000000002,0.61288,67
75,node-1065,relay,0,285474,26834556,0,0,0,0,26834556,0.53669112,10.62952,67,387478,36422932,0,0,0,0,36422932,0.72845864,14.428624,67
76,node-1066,relay,0,240523,22609162,0,0,0,0,22609162,0.45218324000000004,8.95632,67,370599,34836306,0,0,0,0,34836306,0.69672612,13.7992,67
77,node-1067,relay,0,285156,26804664,0,0,0,0,26804664,0.53609328,10.615984,67,289291,27193354,0,0,0,0,27193354,0.54386708,10.775408,67
78,node-1068,relay,0,267063,25103922,0,0,0,0,25103922,0.50207844,9.94896,67,289331,27197114,0,0,0,0,27197114,0.54394228,10.762624,67
79,node-1069,relay,0,285148,26803912,0,0,0,0,26803912,0.53607824,10.618992,67,343675,32305450,0,0,0,0,32305450,0.646109,12.785504,67
80,node-107,relay,0,276298,25972012,0,0,0,0,25972012,0.51944024,10.288112,67,388281,36498414,0,0,0,0,36498414,0.7299682799999999,14.451184,67
81,node-1070,relay,0,276675,26007450,0,0,0,0,26007450,0.520149,10.301648,67,378015,35533410,0,0,0,0,35533410,0.7106682000000001,14.075936,67
82,node-1071,relay,0,327666,30800604,0,0,0,0,30800604,0.61601208,12.196688,67,352667,33150698,0,0,0,0,33150698,0.66301396,13.12616,67
83,node-1072,relay,0,221744,20843936,0,0,0,0,20843936,0.41687872,8.25696,67,289722,27233868,0,0,0,0,27233868,0.54467736,10.786688,67
84,node-1073,relay,0,302547,28439418,0,0,0,0,28439418,0.56878836,11.267216,67,388768,36544192,0,0,0,0,36544192,0.7308838400000001,14.471488,67
85,node-1074,relay,0,267291,25125354,0,0,0,0,25125354,0.50250708,9.954224,67,317644,29858536,0,0,0,0,29858536,0.59717072,11.837232,67
86,node-1075,relay,0,267224,25119056,0,0,0,0,25119056,0.50238112,9.949712,67,245462,23073428,0,0,0,0,23073428,0.46146855999999997,9.150336,67
87,node-1076,relay,0,381606,35870964,0,0,0,0,35870964,0.71741928,14.218064,67,282059,26513546,0,0,0,0,26513546,0.53027092,10.50168,67
88,node-1077,BP,26929069,8946,840924,0,0,0,0,840924,0.01681848,0.333136,67,17119,1609186,0,0,0,0,1609186,0.03218372,0.636944,71
89,node-1078,relay,0,240807,22635858,0,0,0,0,22635858,0.45271715999999995,8.966096,67,352817,33164798,0,0,0,0,33164798,0.6632959599999999,13.114128,67
90,node-1079,relay,0,302797,28462918,0,0,0,0,28462918,0.56925836,11.270976,67,343413,32280822,0,0,0,0,32280822,0.64561644,12.792272,67
91,node-108,relay,0,303497,28528718,0,0,0,0,28528718,0.5705743600000001,11.300304,67,379088,35634272,0,0,0,0,35634272,0.71268544,14.103008,67
92,node-1080,BP,73874155,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17237,1620278,0,0,0,0,1620278,0.03240556,0.643712,71
93,node-1081,BP,73691683,8928,839232,0,0,0,0,839232,0.01678464,0.333136,67,17099,1607306,0,0,0,0,1607306,0.03214612,0.63544,67
94,node-1082,BP,73581970,8927,839138,0,0,0,0,839138,0.01678276,0.332384,67,17286,1624884,0,0,0,0,1624884,0.03249768,0.642208,67
95,node-1083,relay,0,312153,29342382,0,0,0,0,29342382,0.58684764,11.623664,67,307654,28919476,0,0,0,0,28919476,0.57838952,11.451456,67
96,node-1084,relay,0,267385,25134190,0,0,0,0,25134190,0.5026838,9.954976,67,370045,34784230,0,0,0,0,34784230,0.6956846,13.77288,67
97,node-1085,relay,0,321143,30187442,0,0,0,0,30187442,0.6037488400000001,11.957552,67,307706,28924364,0,0,0,0,28924364,0.57848728,11.4492,67
98,node-1086,relay,0,249264,23430816,0,0,0,0,23430816,0.46861632,9.281184,67,343954,32331676,0,0,0,0,32331676,0.6466335200000001,12.81032,67
99,node-1087,relay,0,249202,23424988,0,0,0,0,23424988,0.46849976,9.278176,67,370895,34864130,0,0,0,0,34864130,0.6972826000000001,13.783408,67
100,node-1088,relay,0,284507,26743658,0,0,0,0,26743658,0.53487316,10.591168,67,379673,35689262,0,0,0,0,35689262,0.71378524,14.13384,67
101,node-1089,BP,62140030,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17000,1598000,0,0,0,0,1598000,0.03196,0.63168,67
102,node-109,relay,0,285642,26850348,0,0,0,0,26850348,0.53700696,10.635536,67,334437,31437078,0,0,0,0,31437078,0.62874156,12.451616,67
103,node-1090,BP,61960756,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16483,1549402,0,0,0,0,1549402,0.030988039999999998,0.612128,67
104,node-1091,BP,61951600,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16148,1517912,0,0,0,0,1517912,0.030358239999999998,0.599344,71
105,node-1092,relay,0,267484,25143496,0,0,0,0,25143496,0.50286992,9.96024,67,298942,28100548,0,0,0,0,28100548,0.56201096,11.126592,67
106,node-1093,relay,0,258862,24333028,0,0,0,0,24333028,0.48666055999999996,9.638384,67,262086,24636084,0,0,0,0,24636084,0.49272168,9.754944,67
107,node-1094,relay,0,294215,27656210,0,0,0,0,27656210,0.5531242000000001,10.955136,67,369611,34743434,0,0,0,0,34743434,0.69486868,13.763856,67
108,node-1095,relay,0,311592,29289648,0,0,0,0,29289648,0.58579296,11.600352,67,325927,30637138,0,0,0,0,30637138,0.61274276,12.139536,67
109,node-1096,relay,0,275128,25862032,0,0,0,0,25862032,0.51724064,10.241488,67,326498,30690812,0,0,0,0,30690812,0.61381624,12.160592,67
110,node-1097,relay,0,292287,27474978,0,0,0,0,27474978,0.54949956,10.879184,67,290607,27317058,0,0,0,0,27317058,0.54634116,10.81752,67
111,node-1098,BP,17933377,8930,839420,0,0,0,0,839420,0.016788400000000002,0.333136,67,17848,1677712,0,0,0,0,1677712,0.03355424,0.663264,67
112,node-1099,relay,0,310677,29203638,0,0,0,0,29203638,0.5840727600000001,11.561248,67,324298,30484012,0,0,0,0,30484012,0.60968024,12.06208,67
113,node-11,relay,0,267314,25127516,0,0,0,0,25127516,0.50255032,9.951216,67,253692,23847048,0,0,0,0,23847048,0.47694096,9.449632,67
114,node-110,relay,0,1041485,97899590,0,0,0,0,97899590,1.9579918,38.782896,67,333920,31388480,0,0,0,0,31388480,0.6277696,12.442592,67
115,node-1100,relay,0,275205,25869270,0,0,0,0,25869270,0.5173854,10.241488,67,297595,27973930,0,0,0,0,27973930,0.5594785999999999,11.051392,67
116,node-1101,BP,69238859,8946,840924,0,0,0,0,840924,0.01681848,0.333136,67,16003,1504282,0,0,0,0,1504282,0.030085639999999997,0.594832,71
117,node-1102,BP,73531967,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16193,1522142,0,0,0,0,1522142,0.030442840000000002,0.606112,67
118,node-1103,BP,73475023,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16285,1530790,0,0,0,0,1530790,0.030615800000000002,0.613632,67
119,node-1104,BP,70250029,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,15911,1495634,0,0,0,0,1495634,0.029912679999999997,0.585056,71
120,node-1105,BP,70249228,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15776,1482944,0,0,0,0,1482944,0.029658880000000002,0.587312,67
121,node-1106,BP,70210628,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15607,1467058,0,0,0,0,1467058,0.029341159999999998,0.578288,67
122,node-1107,BP,70205379,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,15828,1487832,0,0,0,0,1487832,0.02975664,0.58656,67
123,node-1108,BP,71123209,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16838,1582772,0,0,0,0,1582772,0.03165544,0.624912,71
124,node-1109,BP,71116615,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17127,1609938,0,0,0,0,1609938,0.03219876,0.637696,71
125,node-111,relay,0,1068233,100413902,0,0,0,0,100413902,2.00827804,39.779296,67,370984,34872496,0,0,0,0,34872496,0.69744992,13.818752,67
126,node-1110,BP,70868179,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16171,1520074,0,0,0,0,1520074,0.030401479999999998,0.602352,71
127,node-1111,BP,70865955,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16418,1543292,0,0,0,0,1543292,0.030865840000000002,0.612128,67
128,node-1112,BP,73087300,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16741,1573654,0,0,0,0,1573654,0.03147308,0.621904,71
129,node-1113,BP,69161310,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16604,1560776,0,0,0,0,1560776,0.03121552,0.614384,67
130,node-1114,BP,73036907,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16991,1597154,0,0,0,0,1597154,0.03194308,0.633184,67
131,node-1115,BP,70859922,8927,839138,0,0,0,0,839138,0.01678276,0.332384,67,17300,1626200,0,0,0,0,1626200,0.032524000000000004,0.64296,67
132,node-1116,relay,0,240564,22613016,0,0,0,0,22613016,0.45226031999999994,8.95632,67,262583,24682802,0,0,0,0,24682802,0.49365603999999996,9.76848,67
133,node-1117,relay,0,283877,26684438,0,0,0,0,26684438,0.53368876,10.572368,67,316588,29759272,0,0,0,0,29759272,0.59518544,11.777824,67
134,node-1118,relay,0,293699,27607706,0,0,0,0,27607706,0.55215412,10.937088,67,316615,29761810,0,0,0,0,29761810,0.5952362,11.7876,67
135,node-1119,relay,0,346952,32613488,0,0,0,0,32613488,0.6522697599999999,12.914096,67,378895,35616130,0,0,0,0,35616130,0.7123225999999999,14.10752,67
136,node-112,relay,0,1139469,107110086,0,0,0,0,107110086,2.14220172,42.423328,67,279569,26279486,0,0,0,0,26279486,0.5255897199999999,10.3964,67
137,node-1120,relay,0,276313,25973422,0,0,0,0,25973422,0.51946844,10.288864,67,360868,33921592,0,0,0,0,33921592,0.6784318399999999,13.429968,67
138,node-1121,relay,0,258295,24279730,0,0,0,0,24279730,0.4855946,9.617328,67,297607,27975058,0,0,0,0,27975058,0.55950116,11.079216,67
139,node-1122,relay,0,258205,24271270,0,0,0,0,24271270,0.4854254,9.615072,67,350602,32956588,0,0,0,0,32956588,0.6591317600000001,13.053216,67
140,node-1123,relay,0,267611,25155434,0,0,0,0,25155434,0.50310868,9.964,67,361514,33982316,0,0,0,0,33982316,0.6796463199999999,13.460048,67
141,node-1124,relay,0,267728,25166432,0,0,0,0,25166432,0.50332864,9.968512,67,308305,28980670,0,0,0,0,28980670,0.5796134,11.473264,67
142,node-1125,relay,0,266896,25088224,0,0,0,0,25088224,0.50176448,9.93768,67,271263,25498722,0,0,0,0,25498722,0.50997444,10.09936,67
143,node-1126,relay,0,275887,25933378,0,0,0,0,25933378,0.51866756,10.27232,67,299109,28116246,0,0,0,0,28116246,0.56232492,11.1296,67
144,node-1127,relay,0,249631,23465314,0,0,0,0,23465314,0.46930627999999996,9.293968,67,342165,32163510,0,0,0,0,32163510,0.6432702,12.739632,67
145,node-1128,relay,0,240029,22562726,0,0,0,0,22562726,0.45125452000000005,8.932256,67,414199,38934706,0,0,0,0,38934706,0.7786941199999999,15.4348,67
146,node-1129,relay,0,276716,26011304,0,0,0,0,26011304,0.52022608,10.303152,67,307524,28907256,0,0,0,0,28907256,0.57814512,11.45296,67
147,node-113,relay,0,1131367,106348498,0,0,0,0,106348498,2.1269699600000003,42.124784,67,316589,29759366,0,0,0,0,29759366,0.59518732,11.79512,67
148,node-1130,relay,0,258117,24262998,0,0,0,0,24262998,0.48525996,9.609808,67,290612,27317528,0,0,0,0,27317528,0.54635056,10.800976,67
149,node-1131,relay,0,257010,24158940,0,0,0,0,24158940,0.4831788,9.566192,67,335469,31534086,0,0,0,0,31534086,0.63068172,12.493728,67
150,node-1132,relay,0,284654,26757476,0,0,0,0,26757476,0.53514952,10.59944,67,343947,32331018,0,0,0,0,32331018,0.64662036,12.816336,67
151,node-1133,relay,0,284543,26747042,0,0,0,0,26747042,0.53494084,10.597936,67,334952,31485488,0,0,0,0,31485488,0.62970976,12.472672,67
152,node-1134,relay,0,249176,23422544,0,0,0,0,23422544,0.46845087999999996,9.273664,67,271767,25546098,0,0,0,0,25546098,0.51092196,10.119664,67
153,node-1135,relay,0,301864,28375216,0,0,0,0,28375216,0.5675043200000001,11.23864,67,308678,29015732,0,0,0,0,29015732,0.58031464,11.499584,67
154,node-1136,relay,0,266151,25018194,0,0,0,0,25018194,0.50036388,9.906848,67,282669,26570886,0,0,0,0,26570886,0.53141772,10.526496,67
155,node-1137,relay,0,292618,27506092,0,0,0,0,27506092,0.55012184,10.891216,67,325933,30637702,0,0,0,0,30637702,0.61275404,12.138032,67
156,node-1138,relay,0,266794,25078636,0,0,0,0,25078636,0.50157272,9.930912,67,281210,26433740,0,0,0,0,26433740,0.5286748,10.470848,67
157,node-1139,relay,0,249229,23427526,0,0,0,0,23427526,0.46855052,9.278176,67,325472,30594368,0,0,0,0,30594368,0.61188736,12.119984,67
158,node-114,relay,0,1103119,103693186,0,0,0,0,103693186,2.07386372,41.075744,67,352526,33137444,0,0,0,0,33137444,0.6627488800000001,13.138192,67
159,node-1140,relay,0,248627,23370938,0,0,0,0,23370938,0.46741876,9.252608,67,237340,22309960,0,0,0,0,22309960,0.4461992,8.838256,67
160,node-1141,relay,0,213662,20084228,0,0,0,0,20084228,0.40168455999999997,7.95616,67,325802,30625388,0,0,0,0,30625388,0.6125077600000001,12.138032,67
161,node-1142,relay,0,266983,25096402,0,0,0,0,25096402,0.50192804,9.939184,67,361849,34013806,0,0,0,0,34013806,0.68027612,13.474336,67
162,node-1143,relay,0,256421,24103574,0,0,0,0,24103574,0.48207147999999994,9.549648,67,346087,32532178,0,0,0,0,32532178,0.65064356,12.865216,67
163,node-1144,relay,0,240015,22561410,0,0,0,0,22561410,0.45122819999999997,8.936016,67,343602,32298588,0,0,0,0,32298588,0.64597176,12.79152,67
164,node-1145,relay,0,231508,21761752,0,0,0,0,21761752,0.43523504,8.618672,67,334278,31422132,0,0,0,0,31422132,0.62844264,12.436576,67
165,node-1146,relay,0,276569,25997486,0,0,0,0,25997486,0.51994972,10.297136,67,312445,29369830,0,0,0,0,29369830,0.5873966,11.627424,67
166,node-1147,BP,41673951,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15704,1476176,0,0,0,0,1476176,0.029523519999999998,0.580544,67
167,node-1148,BP,41444074,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15855,1490370,0,0,0,0,1490370,0.029807399999999998,0.585808,71
168,node-1149,BP,41367946,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16363,1538122,0,0,0,0,1538122,0.03076244,0.603856,67
169,node-115,relay,0,1095692,102995048,0,0,0,0,102995048,2.05990096,40.799008,67,325957,30639958,0,0,0,0,30639958,0.61279916,12.13728,67
170,node-1150,BP,41018663,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16336,1535584,0,0,0,0,1535584,0.03071168,0.611376,67
171,node-1151,BP,40789089,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16413,1542822,0,0,0,0,1542822,0.03085644,0.60912,67
172,node-1152,BP,40550751,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16337,1535678,0,0,0,0,1535678,0.03071356,0.607616,67
173,node-1153,BP,56820375,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17010,1598940,0,0,0,0,1598940,0.0319788,0.63168,71
174,node-1154,BP,56417226,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16705,1570270,0,0,0,0,1570270,0.0314054,0.62416,67
175,node-1155,BP,56130209,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16636,1563784,0,0,0,0,1563784,0.03127568,0.615888,71
176,node-1156,BP,45069452,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17295,1625730,0,0,0,0,1625730,0.0325146,0.645216,67
177,node-1157,BP,44637222,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17194,1616236,0,0,0,0,1616236,0.03232472,0.640704,67
